,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
1702,Western European,Married,Unknown or not provided,Female,Condominium,72.0,128893.0,1920.0,23.55586592178771
1703,Hispanic,Unknown,Unknown or not provided,Male,Cooperative,54.0,741000.0,1939.2222222222222,23.55586592178771
1704,Western European,Single,Unknown or not provided,Male,Cooperative,50.0,1115000.0,1939.2222222222222,23.55586592178771
1705,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1190000.0,1939.2222222222222,23.55586592178771
1706,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1179000.0,1939.2222222222222,23.55586592178771
1707,Western European,Single,Unknown or not provided,Male,Condominium,67.0,140422.0,1931.0,23.55586592178771
1708,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,791000.0,1939.2222222222222,23.55586592178771
1709,Jewish,Married,Unknown or not provided,Female,Condominium,69.0,129246.0,1960.0,23.55586592178771
1710,Jewish,Single,Unknown or not provided,Female,Condominium,26.0,133652.0,1961.0,23.55586592178771
1711,Mediterranean,Married,Unknown or not provided,Female,Cooperative,73.0,2345000.0,1939.2222222222222,23.55586592178771
1712,Jewish,Single,Unknown or not provided,Female,Condominium,58.0,83249.0,1960.0,23.55586592178771
